,loc1,loc2,grading,usedtimes1,usedtimes2,times,score1,score2,path1,path2
83704,170,195,25,8,6,1,7353,135,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83704]","[83883, 83767, 83725, 83704]"
83699,170,196,40,9,5,1,7417,149,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83699]","[83883, 83767, 83725, 83699]"
83703,170,197,25,18,6,1,7451,133,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83663, 83703]","[83883, 83767, 83725, 83703]"
83700,170,198,40,14,6,1,7505,147,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83663, 83686, 83700]","[83883, 83767, 83725, 83700]"
83706,170,200,25,17,5,1,7513,130,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83668, 83682, 83706]","[83883, 83767, 83725, 83706]"
83701,170,201,40,17,5,1,7527,144,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83668, 83682, 83701]","[83883, 83767, 83725, 83701]"
83698,170,202,50,16,7,1,7541,153,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698]","[83883, 83767, 83725, 83698]"
83716,171,203,50,21,7,1,7589,153,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716]","[83883, 83767, 83725, 83716]"
83722,172,184,40,8,41,1,40,40,[83722],[83722]
83723,172,185,40,8,41,1,40,40,[83723],[83723]
83727,172,186,25,0,1,1,25,25,[83727],[83727]
83724,172,187,40,8,34,1,40,40,[83724],[83724]
83725,172,192,40,1,76,1,57,115,"[83634, 83725]","[83883, 83767, 83725]"
83728,172,196,25,9,8,1,7375,96,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83651, 83728]","[83883, 83767, 83728]"
83730,172,197,25,13,6,1,7439,95,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83683, 83730]","[83883, 83767, 83730]"
83729,172,202,25,25,8,1,7549,90,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83668, 83682, 83701, 83729]","[83883, 83767, 83729]"
83721,172,204,50,27,10,1,7637,113,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721]","[83883, 83767, 83721]"
83798,173,189,40,6,51,1,77,40,"[83724, 83798]",[83798]
83767,173,191,40,4,8,1,75,77,"[83724, 83767]","[83883, 83767]"
83742,173,205,50,22,7,1,7685,112,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721, 83742]","[83939, 83861, 83742]"
83765,173,206,40,23,6,1,7674,150,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721, 83765]","[84066, 83925, 83836, 83765]"
83883,174,189,40,3,1,1,76,40,"[83724, 83883]",[83883]
83861,174,191,40,5,8,1,114,77,"[83724, 83798, 83861]","[83939, 83861]"
83836,174,205,50,20,7,1,7684,112,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721, 83836]","[84066, 83925, 83836]"
83852,174,206,40,24,5,1,7723,103,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721, 83742, 83852]","[84018, 83908, 83852]"
83939,175,189,40,3,2,1,75,40,"[83724, 83939]",[83939]
83925,175,191,40,5,10,1,113,77,"[83724, 83798, 83925]","[84066, 83925]"
83908,175,205,40,20,7,1,7673,65,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721, 83908]","[84018, 83908]"
83907,175,206,50,24,3,1,7732,98,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721, 83742, 83907]","[83975, 83907]"
84066,176,189,40,3,9,1,74,40,"[83724, 84066]",[84066]
84018,176,191,40,5,11,1,112,40,"[83724, 83798, 84018]",[84018]
83975,176,205,50,20,6,1,7682,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322, 83339, 83408, 83434, 83440, 83518, 83536, 83564, 83588, 83607, 83624, 83645, 83665, 83684, 83698, 83716, 83721, 83975]",[83975]
