aek_tsi13s1g00001,atr42s3g01831
aek_tsi13s6g01547,.
aek_tsi13s6g01548,.
aek_tsi13s6g01549,atr42s1g00249
aek_tsi13s6g01550,.
aek_tsi13s6g01551,.
aek_tsi13s6g01552,atr42s1g00247
aek_tsi13s6g01553,.
aek_tsi13s6g01554,.
aek_tsi13s6g01555,.
aek_tsi13s6g01556,atr42s1g00237
aek_tsi13s6g01557,.
aek_tsi13s6g01558,.
aek_tsi13s6g01559,.
aek_tsi13s6g01560,.
aek_tsi13s6g01561,.
aek_tsi13s6g01562,.
aek_tsi13s6g01563,.
aek_tsi13s6g01564,atr42s1g00230
aek_tsi13s6g01565,.
aek_tsi13s6g01566,.
aek_tsi13s6g01567,.
aek_tsi13s6g01568,.
aek_tsi13s6g01569,.
aek_tsi13s6g01570,.
aek_tsi13s6g01571,.
aek_tsi13s6g01572,.
aek_tsi13s6g01573,.
aek_tsi13s6g01574,.
aek_tsi13s6g01575,atr42s1g00224
aek_tsi13s6g01576,
aek_tsi13s6g01577,
aek_tsi13s6g01578,
aek_tsi13s6g01579,
aek_tsi13s6g01580,
aek_tsi13s6g01581,
aek_tsi13s6g01582,
aek_tsi13s6g01583,
aek_tsi13s6g01584,
aek_tsi13s6g01585,
aek_tsi13s6g01586,
aek_tsi13s6g01587,
aek_tsi13s6g01588,
aek_tsi13s6g01589,
aek_tsi13s6g01590,
aek_tsi13s6g01591,
aek_tsi13s6g01592,
aek_tsi13s6g01593,atr42s1g01186
aek_tsi13s6g01594,.
aek_tsi13s6g01595,.
aek_tsi13s6g01596,.
aek_tsi13s6g01597,.
aek_tsi13s6g01598,.
aek_tsi13s6g01599,.
aek_tsi13s6g01600,.
aek_tsi13s6g01601,.
aek_tsi13s6g01602,.
aek_tsi13s6g01603,.
aek_tsi13s6g01604,atr42s1g01224
aek_tsi13s6g01605,.
aek_tsi13s6g01606,atr42s1g01230
aek_tsi13s6g01607,atr42s1g01241
aek_tsi13s6g01608,atr42s1g01246
aek_tsi13s6g01609,
aek_tsi13s6g01610,
aek_tsi13s6g01611,
aek_tsi13s6g01612,
aek_tsi13s6g01613,
aek_tsi13s6g01614,
aek_tsi13s6g01615,
aek_tsi13s6g01616,
aek_tsi13s6g01617,
aek_tsi13s6g01618,
aek_tsi13s6g01619,
aek_tsi13s6g01620,
aek_tsi13s6g01621,
aek_tsi13s6g01622,
aek_tsi13s6g01623,
aek_tsi13s6g01624,
aek_tsi13s6g01625,
aek_tsi13s6g01626,
aek_tsi13s6g01627,
aek_tsi13s6g01628,
aek_tsi13s6g01629,
aek_tsi13s6g01630,atr42s1g00558
aek_tsi13s6g01631,.
aek_tsi13s6g01632,.
aek_tsi13s6g01633,atr42s1g00546
aek_tsi13s6g01634,.
aek_tsi13s6g01635,.
aek_tsi13s6g01636,atr42s1g00520
aek_tsi13s6g01637,.
aek_tsi13s6g01638,.
aek_tsi13s6g01639,.
aek_tsi13s6g01640,.
aek_tsi13s6g01641,.
aek_tsi13s6g01642,.
aek_tsi13s6g01643,.
aek_tsi13s6g01644,.
aek_tsi13s6g01645,.
aek_tsi13s6g01646,.
aek_tsi13s6g01647,.
aek_tsi13s6g01648,.
aek_tsi13s6g01649,.
aek_tsi13s6g01650,.
aek_tsi13s6g01651,.
aek_tsi13s6g01652,.
aek_tsi13s6g01653,.
aek_tsi13s6g01654,.
aek_tsi13s6g01655,.
aek_tsi13s6g01656,.
aek_tsi13s6g01657,.
aek_tsi13s6g01658,atr42s1g00514
aek_tsi13s6g01659,.
aek_tsi13s6g01660,.
aek_tsi13s6g01661,.
aek_tsi13s6g01662,.
aek_tsi13s6g01663,.
aek_tsi13s6g01664,.
aek_tsi13s6g01665,.
aek_tsi13s6g01666,.
aek_tsi13s6g01667,atr42s1g00510
aek_tsi13s6g01668,
aek_tsi13s6g01669,
aek_tsi13s6g01670,
aek_tsi13s6g01671,
aek_tsi13s6g01672,
aek_tsi13s6g01673,
aek_tsi13s6g01674,
aek_tsi13s6g01675,atr42s3g00511
aek_tsi13s6g01676,atr42s3g00510
aek_tsi13s6g01677,.
aek_tsi13s6g01678,.
aek_tsi13s6g01679,.
aek_tsi13s6g01680,.
aek_tsi13s6g01681,.
aek_tsi13s6g01682,.
aek_tsi13s6g01683,.
aek_tsi13s6g01684,atr42s3g00507
aek_tsi13s6g01685,.
aek_tsi13s6g01686,atr42s3g00492
aek_tsi13s6g01687,.
aek_tsi13s6g01688,atr42s3g00491
aek_tsi13s6g01689,.
aek_tsi13s6g01690,atr42s3g00475
aek_tsi13s6g01691,.
aek_tsi13s6g01692,.
aek_tsi13s6g01693,.
aek_tsi13s6g01694,atr42s3g00431
aek_tsi13s6g01695,atr42s3g00437
aek_tsi13s6g01696,.
aek_tsi13s6g01697,atr42s3g00443
aek_tsi13s6g01698,atr42s3g00456
aek_tsi13s6g01699,atr42s3g00448
aek_tsi13s6g01700,atr42s3g00447
aek_tsi13s6g01701,.
aek_tsi13s6g01702,.
aek_tsi13s6g01703,atr42s3g00462
aek_tsi13s6g01704,atr42s3g00480
aek_tsi13s6g01705,atr42s3g00428
aek_tsi13s6g01706,.
aek_tsi13s6g01707,atr42s3g00427
aek_tsi13s6g01708,.
aek_tsi13s6g01709,atr42s3g00418
aek_tsi13s6g01710,.
aek_tsi13s6g01711,.
aek_tsi13s6g01712,.
aek_tsi13s6g01713,atr42s3g00411
aek_tsi13s6g01714,atr42s3g00397
aek_tsi13s6g01715,.
aek_tsi13s6g01716,.
aek_tsi13s6g01717,atr42s3g00381
aek_tsi13s6g01718,.
aek_tsi13s6g01719,.
aek_tsi13s6g01720,.
aek_tsi13s6g01721,.
aek_tsi13s6g01722,atr42s3g00376
aek_tsi13s6g01723,.
aek_tsi13s6g01724,.
aek_tsi13s6g01725,atr42s3g00372
aek_tsi13s6g01726,atr42s3g00367
aek_tsi13s6g01727,atr42s3g00365
aek_tsi13s6g01728,.
aek_tsi13s6g01729,.
aek_tsi13s6g01730,.
aek_tsi13s6g01731,.
aek_tsi13s6g01732,.
aek_tsi13s6g01733,atr42s3g00356
aek_tsi13s6g01734,atr42s3g00347
aek_tsi13s6g01735,atr42s3g00345
aek_tsi13s6g01736,.
aek_tsi13s6g01737,atr42s3g00338
aek_tsi13s6g01738,atr42s3g00336
aek_tsi13s6g01739,atr42s3g00335
aek_tsi13s6g01740,.
aek_tsi13s6g01741,.
aek_tsi13s6g01742,.
aek_tsi13s6g01743,atr42s3g00334
aek_tsi13s6g01744,.
aek_tsi13s6g01745,.
aek_tsi13s6g01746,atr42s3g00329
aek_tsi13s6g01747,atr42s3g00327
aek_tsi13s6g01748,.
aek_tsi13s6g01749,atr42s3g00324
aek_tsi13s6g01750,.
aek_tsi13s6g01751,.
aek_tsi13s6g01752,atr42s3g00322
aek_tsi13s6g01753,.
aek_tsi13s6g01754,atr42s3g00318
aek_tsi13s6g01755,.
aek_tsi13s6g01756,atr42s3g00312
aek_tsi13s6g01757,atr42s3g00311
aek_tsi13s6g01758,.
aek_tsi13s6g01759,.
aek_tsi13s6g01760,atr42s3g00310
aek_tsi13s6g01761,.
aek_tsi13s6g01762,atr42s3g00303
aek_tsi13s6g01763,.
aek_tsi13s6g01764,atr42s3g00292
aek_tsi13s6g01765,.
aek_tsi13s6g01766,.
aek_tsi13s6g01767,.
aek_tsi13s6g01768,.
aek_tsi13s6g01769,.
aek_tsi13s6g01770,.
aek_tsi13s6g01771,atr42s3g00275
aek_tsi13s6g01772,atr42s3g00273
aek_tsi13s6g01773,atr42s3g00264
aek_tsi13s6g01774,atr42s3g00259
aek_tsi13s6g01775,atr42s3g00258
aek_tsi13s6g01776,.
aek_tsi13s6g01777,.
aek_tsi13s6g01778,atr42s3g00252
aek_tsi13s6g01779,.
aek_tsi13s6g01780,atr42s3g00243
aek_tsi13s6g01781,atr42s3g00239
aek_tsi13s6g01782,atr42s3g00236
aek_tsi13s6g01783,atr42s3g00235
aek_tsi13s6g01784,atr42s3g00232
aek_tsi13s6g01785,.
aek_tsi13s6g01786,.
aek_tsi13s6g01787,.
aek_tsi13s6g01788,.
aek_tsi13s6g01789,atr42s3g00209
aek_tsi13s6g01790,atr42s3g00204
aek_tsi13s6g01791,.
aek_tsi13s6g01792,atr42s3g00201
aek_tsi13s6g01793,.
aek_tsi13s6g01794,atr42s3g00199
aek_tsi13s6g01795,atr42s3g00195
aek_tsi13s6g01796,atr42s3g00193
aek_tsi13s6g01797,atr42s3g00191
aek_tsi13s6g01798,.
aek_tsi13s6g01799,atr42s3g00190
aek_tsi13s6g01800,atr42s3g00189
aek_tsi13s6g01801,.
aek_tsi13s6g01802,atr42s3g00186
aek_tsi13s6g01803,atr42s3g00184
aek_tsi13s6g01804,.
aek_tsi13s6g01805,.
aek_tsi13s6g01806,atr42s3g00175
aek_tsi13s6g01807,
aek_tsi13s6g01808,
aek_tsi13s6g01809,
aek_tsi13s6g01810,
aek_tsi13s6g01811,
aek_tsi13s6g01812,atr42s9g00378
aek_tsi13s6g01813,atr42s9g00374
aek_tsi13s6g01814,atr42s9g00372
aek_tsi13s6g01815,.
aek_tsi13s6g01816,atr42s9g00370
aek_tsi13s6g01817,atr42s9g00350
aek_tsi13s6g01818,
aek_tsi13s6g01819,
aek_tsi13s6g01820,
aek_tsi13s6g01821,
aek_tsi13s6g01822,
aek_tsi13s6g01823,
aek_tsi13s6g01824,
aek_tsi13s6g01825,
aek_tsi13s6g01826,atr42s4g00259
aek_tsi13s6g01827,.
aek_tsi13s6g01828,.
aek_tsi13s6g01829,atr42s4g00261
aek_tsi13s6g01830,atr42s4g00260
aek_tsi13s6g01831,.
aek_tsi13s6g01832,.
aek_tsi13s6g01833,atr42s4g00261
aek_tsi13s6g01834,.
aek_tsi13s6g01835,atr42s4g00262
aek_tsi13s6g01836,atr42s4g00264
aek_tsi13s6g01837,.
aek_tsi13s6g01838,.
aek_tsi13s6g01839,.
aek_tsi13s6g01840,.
aek_tsi13s6g01841,.
aek_tsi13s6g01842,.
aek_tsi13s6g01843,.
aek_tsi13s6g01844,.
aek_tsi13s6g01845,.
aek_tsi13s6g01846,.
aek_tsi13s6g01847,.
aek_tsi13s6g01848,atr42s4g00251
aek_tsi13s6g01849,.
aek_tsi13s6g01850,.
aek_tsi13s6g01851,.
aek_tsi13s6g01852,atr42s4g00246
aek_tsi13s6g01853,.
aek_tsi13s6g01854,atr42s4g00243
aek_tsi13s6g01855,atr42s4g00210
aek_tsi13s6g01856,atr42s4g00218
aek_tsi13s6g01857,.
aek_tsi13s6g01858,atr42s4g00224
aek_tsi13s6g01859,.
aek_tsi13s6g01860,.
aek_tsi13s6g01861,atr42s4g00225
aek_tsi13s6g01862,atr42s4g00226
aek_tsi13s6g01863,.
aek_tsi13s6g01864,.
aek_tsi13s6g01865,.
aek_tsi13s6g01866,.
aek_tsi13s6g01867,.
aek_tsi13s6g01868,atr42s4g00235
aek_tsi13s6g01869,atr42s4g00236
aek_tsi13s6g01870,
aek_tsi13s6g01871,
aek_tsi13s6g01872,
aek_tsi13s6g01873,
aek_tsi13s6g01874,atr42s3g00725
aek_tsi13s6g01875,.
aek_tsi13s6g01876,.
aek_tsi13s6g01877,.
aek_tsi13s6g01878,atr42s3g00723
aek_tsi13s6g01879,.
aek_tsi13s6g01880,.
aek_tsi13s6g01881,atr42s3g00722
aek_tsi13s6g01882,atr42s3g00721
aek_tsi13s6g01883,atr42s3g00720
aek_tsi13s6g01884,.
aek_tsi13s6g01885,.
aek_tsi13s6g01886,.
aek_tsi13s6g01887,.
aek_tsi13s6g01888,.
aek_tsi13s6g01889,atr42s3g00686
aek_tsi13s6g01890,atr42s3g00675
aek_tsi13s6g01891,atr42s3g00670
aek_tsi13s6g01892,atr42s3g00669
aek_tsi13s6g01893,atr42s3g00668
aek_tsi13s6g01894,.
aek_tsi13s6g01895,atr42s3g00663
aek_tsi13s6g01896,atr42s3g00662
aek_tsi13s6g01897,atr42s3g00661
aek_tsi13s6g01898,atr42s3g00658
aek_tsi13s6g01899,.
aek_tsi13s6g01900,atr42s3g00655
aek_tsi13s6g01901,.
aek_tsi13s6g01902,.
aek_tsi13s6g01903,atr42s3g00636
aek_tsi13s6g01904,atr42s3g00624
aek_tsi13s6g01905,atr42s3g00620
aek_tsi13s6g01906,.
aek_tsi13s6g01907,atr42s3g00616
aek_tsi13s6g01908,atr42s3g00610
aek_tsi13s6g01909,.
aek_tsi13s6g01910,.
aek_tsi13s6g01911,.
aek_tsi13s6g01912,atr42s3g00601
aek_tsi13s6g01913,
aek_tsi13s6g01914,atr42s3g02835
aek_tsi13s6g01915,atr42s3g02840
aek_tsi13s6g01916,atr42s3g02845
aek_tsi13s6g01917,.
aek_tsi13s6g01918,atr42s3g02847
aek_tsi13s6g01919,atr42s3g02851
aek_tsi13s6g01920,atr42s3g02853
aek_tsi13s6g01921,atr42s3g02858
aek_tsi13s6g01922,
aek_tsi13s6g01923,atr42s1g00077
aek_tsi13s6g01924,.
aek_tsi13s6g01925,atr42s1g00076
aek_tsi13s6g01926,atr42s1g00071
aek_tsi13s6g01927,.
aek_tsi13s6g01928,.
aek_tsi13s6g01929,.
aek_tsi13s6g01930,atr42s1g00036
aek_tsi13s6g01931,atr42s1g00032
aek_tsi13s6g01932,.
aek_tsi13s6g01933,.
aek_tsi13s6g01934,.
aek_tsi13s6g01935,.
aek_tsi13s6g01936,atr42s1g00023
aek_tsi13s7g00001,
aek_tsi13s7g00002,
aek_tsi13s7g00003,
aek_tsi13s7g00004,
aek_tsi13s7g00005,
aek_tsi13s7g00006,
aek_tsi13s7g00007,
aek_tsi13s7g00008,
aek_tsi13s7g00009,atr42s6g02322
aek_tsi13s7g00010,.
aek_tsi13s7g00011,.
aek_tsi13s7g00012,atr42s6g02315
aek_tsi13s7g00013,atr42s6g02314
aek_tsi13s7g00014,atr42s6g02309
aek_tsi13s7g00015,atr42s6g02307
aek_tsi13s7g00016,.
aek_tsi13s7g00017,.
aek_tsi13s7g00018,atr42s6g02303
aek_tsi13s7g00019,atr42s6g02301
aek_tsi13s7g00020,.
aek_tsi13s7g00021,atr42s6g02297
aek_tsi13s7g00022,atr42s6g02296
aek_tsi13s7g00023,atr42s6g02295
aek_tsi13s7g00024,.
aek_tsi13s7g00025,atr42s6g02289
aek_tsi13s7g00026,atr42s6g02288
aek_tsi13s7g00027,.
aek_tsi13s7g00028,.
aek_tsi13s7g00029,atr42s6g02282
aek_tsi13s7g00030,atr42s6g02269
aek_tsi13s7g00031,atr42s6g02268
aek_tsi13s7g00032,atr42s6g02266
aek_tsi13s7g00033,.
aek_tsi13s7g00034,.
aek_tsi13s7g00035,.
aek_tsi13s7g00036,.
aek_tsi13s7g00037,.
aek_tsi13s7g00038,.
aek_tsi13s7g00039,atr42s6g02259
aek_tsi13s7g00040,.
aek_tsi13s7g00041,atr42s6g02246
aek_tsi13s7g00042,.
aek_tsi13s7g00043,.
aek_tsi13s7g00044,.
aek_tsi13s7g00045,.
aek_tsi13s7g00046,.
aek_tsi13s7g00047,.
aek_tsi13s7g00048,atr42s6g02244
aek_tsi13s7g00049,atr42s6g02240
aek_tsi13s7g00050,
aek_tsi13s7g00051,atr42s6g02177
aek_tsi13s7g00052,.
aek_tsi13s7g00053,atr42s6g02180
aek_tsi13s7g00054,.
aek_tsi13s7g00055,.
aek_tsi13s7g00056,atr42s6g02183
aek_tsi13s7g00057,.
aek_tsi13s7g00058,atr42s6g02184
aek_tsi13s7g00059,atr42s6g02189
aek_tsi13s7g00060,.
aek_tsi13s7g00061,.
aek_tsi13s7g00062,.
aek_tsi13s7g00063,.
aek_tsi13s7g00064,.
aek_tsi13s7g00065,.
aek_tsi13s7g00066,.
aek_tsi13s7g00067,.
aek_tsi13s7g00068,.
aek_tsi13s7g00069,.
aek_tsi13s7g00070,.
aek_tsi13s7g00071,.
aek_tsi13s7g00072,atr42s6g02197
aek_tsi13s7g00073,atr42s6g02198
aek_tsi13s7g00074,atr42s6g02199
aek_tsi13s7g00075,.
aek_tsi13s7g00076,.
aek_tsi13s7g00077,.
aek_tsi13s7g00078,atr42s6g02213
aek_tsi13s7g00079,atr42s6g02215
aek_tsi13s7g00080,atr42s6g02216
aek_tsi13s7g00081,.
aek_tsi13s7g00082,.
aek_tsi13s7g00083,.
aek_tsi13s7g00084,.
aek_tsi13s7g00085,atr42s6g02219
aek_tsi13s7g00086,.
aek_tsi13s7g00087,.
aek_tsi13s7g00088,.
aek_tsi13s7g00089,.
aek_tsi13s7g00090,.
aek_tsi13s7g00091,.
aek_tsi13s7g00092,.
aek_tsi13s7g00093,atr42s6g02228
aek_tsi13s7g00094,.
aek_tsi13s7g00095,.
aek_tsi13s7g00096,.
aek_tsi13s7g00097,.
aek_tsi13s7g00098,.
aek_tsi13s7g00099,atr42s6g02231
aek_tsi13s7g00100,atr42s6g02232
aek_tsi13s7g00101,atr42s6g02234
aek_tsi13s7g00102,.
aek_tsi13s7g00103,atr42s6g02235
aek_tsi13s7g00104,.
aek_tsi13s7g00105,.
aek_tsi13s7g00106,atr42s6g02236
aek_tsi13s7g00107,.
aek_tsi13s7g00108,.
aek_tsi13s7g00109,atr42s6g02237
aek_tsi13s7g00110,
aek_tsi13s7g00111,
aek_tsi13s7g00112,atr42s6g02169
aek_tsi13s7g00113,atr42s6g02168
aek_tsi13s7g00114,.
aek_tsi13s7g00115,.
aek_tsi13s7g00116,.
aek_tsi13s7g00117,atr42s6g02162
aek_tsi13s7g00118,atr42s6g02159
aek_tsi13s7g00119,atr42s6g02157
aek_tsi13s7g00120,atr42s6g02156
aek_tsi13s7g00121,.
aek_tsi13s7g00122,.
aek_tsi13s7g00123,.
aek_tsi13s7g00124,.
aek_tsi13s7g00125,.
aek_tsi13s7g00126,.
aek_tsi13s7g00127,.
aek_tsi13s7g00128,.
aek_tsi13s7g00129,atr42s6g02155
aek_tsi13s7g00130,.
aek_tsi13s7g00131,atr42s6g02154
aek_tsi13s7g00132,.
aek_tsi13s7g00133,atr42s6g02151
aek_tsi13s7g00134,.
aek_tsi13s7g00135,atr42s6g02147
aek_tsi13s7g00136,atr42s6g02142
aek_tsi13s7g00137,.
aek_tsi13s7g00138,.
aek_tsi13s7g00139,.
aek_tsi13s7g00140,atr42s6g02134
aek_tsi13s7g00141,.
aek_tsi13s7g00142,atr42s6g02131
aek_tsi13s7g00143,atr42s6g02130
aek_tsi13s7g00144,.
aek_tsi13s7g00145,atr42s6g02127
aek_tsi13s7g00146,.
aek_tsi13s7g00147,.
aek_tsi13s7g00148,.
aek_tsi13s7g00149,.
aek_tsi13s7g00150,.
aek_tsi13s7g00151,.
aek_tsi13s7g00152,.
aek_tsi13s7g00153,.
aek_tsi13s7g00154,.
aek_tsi13s7g00155,.
aek_tsi13s7g00156,.
aek_tsi13s7g00157,.
aek_tsi13s7g00158,.
aek_tsi13s7g00159,.
aek_tsi13s7g00160,.
aek_tsi13s7g00161,.
aek_tsi13s7g00162,.
aek_tsi13s7g00163,.
aek_tsi13s7g00164,.
aek_tsi13s7g00165,atr42s6g02124
aek_tsi13s7g00166,.
aek_tsi13s7g00167,.
aek_tsi13s7g00168,.
aek_tsi13s7g00169,.
aek_tsi13s7g00170,.
aek_tsi13s7g00171,.
aek_tsi13s7g00172,.
aek_tsi13s7g00173,.
aek_tsi13s7g00174,.
aek_tsi13s7g00175,.
aek_tsi13s7g00176,.
aek_tsi13s7g00177,.
aek_tsi13s7g00178,.
aek_tsi13s7g00179,.
aek_tsi13s7g00180,atr42s6g02118
aek_tsi13s7g00181,
aek_tsi13s7g00182,
aek_tsi13s7g00183,
aek_tsi13s7g00184,
aek_tsi13s7g00185,
aek_tsi13s7g00186,
aek_tsi13s7g00187,
aek_tsi13s7g00188,
aek_tsi13s7g00189,
aek_tsi13s7g00190,
aek_tsi13s7g00191,
aek_tsi13s7g00192,
aek_tsi13s7g00193,
aek_tsi13s7g00194,
aek_tsi13s7g00195,
aek_tsi13s7g00196,
aek_tsi13s7g00197,
aek_tsi13s7g00198,
aek_tsi13s7g00199,
aek_tsi13s7g00200,
aek_tsi13s7g00201,
aek_tsi13s7g00202,
aek_tsi13s7g00203,
aek_tsi13s7g00204,
aek_tsi13s7g00205,
aek_tsi13s7g00206,
aek_tsi13s7g00207,
aek_tsi13s7g00208,atr42s6g02079
aek_tsi13s7g00209,.
aek_tsi13s7g00210,.
aek_tsi13s7g00211,.
aek_tsi13s7g00212,.
aek_tsi13s7g00213,.
aek_tsi13s7g00214,atr42s6g02092
aek_tsi13s7g00215,atr42s6g02096
aek_tsi13s7g00216,atr42s6g02097
aek_tsi13s7g00217,.
aek_tsi13s7g00218,.
aek_tsi13s7g00219,.
aek_tsi13s7g00220,.
aek_tsi13s7g00221,.
aek_tsi13s7g00222,.
aek_tsi13s7g00223,.
aek_tsi13s7g00224,.
aek_tsi13s7g00225,.
aek_tsi13s7g00226,.
aek_tsi13s7g00227,atr42s6g02106
aek_tsi13s7g00228,atr42s6g02112
aek_tsi13s7g00229,.
aek_tsi13s7g00230,.
aek_tsi13s7g00231,.
aek_tsi13s7g00232,.
aek_tsi13s7g00233,.
aek_tsi13s7g00234,atr42s6g02115
aek_tsi13s7g00235,
aek_tsi13s7g00236,
aek_tsi13s7g00237,
aek_tsi13s7g00238,atr42s6g02335
aek_tsi13s7g00239,.
aek_tsi13s7g00240,.
aek_tsi13s7g00241,atr42s6g02340
aek_tsi13s7g00242,.
aek_tsi13s7g00243,.
aek_tsi13s7g00244,.
aek_tsi13s7g00245,.
aek_tsi13s7g00246,.
aek_tsi13s7g00247,.
aek_tsi13s7g00248,.
aek_tsi13s7g00249,atr42s6g02342
aek_tsi13s7g00250,atr42s6g02351
aek_tsi13s7g00251,.
aek_tsi13s7g00252,.
aek_tsi13s7g00253,.
aek_tsi13s7g00254,.
aek_tsi13s7g00255,.
aek_tsi13s7g00256,.
aek_tsi13s7g00257,.
aek_tsi13s7g00258,.
aek_tsi13s7g00259,.
aek_tsi13s7g00260,.
aek_tsi13s7g00261,.
aek_tsi13s7g00262,.
aek_tsi13s7g00263,.
aek_tsi13s7g00264,atr42s6g02354
aek_tsi13s7g00265,.
aek_tsi13s7g00266,atr42s6g02358
aek_tsi13s7g00267,atr42s6g02359
aek_tsi13s7g00268,atr42s6g02364
aek_tsi13s7g00269,.
aek_tsi13s7g00270,.
aek_tsi13s7g00271,.
aek_tsi13s7g00272,atr42s6g02366
aek_tsi13s7g00273,.
aek_tsi13s7g00274,atr42s6g02370
aek_tsi13s7g00275,atr42s6g02373
aek_tsi13s7g00276,atr42s6g02379
aek_tsi13s7g00277,
aek_tsi13s7g00278,
aek_tsi13s7g00279,
aek_tsi13s7g00280,
aek_tsi13s7g00281,
aek_tsi13s7g00282,
aek_tsi13s7g00283,
aek_tsi13s7g00284,
aek_tsi13s7g00285,
aek_tsi13s7g00286,
aek_tsi13s7g00287,
aek_tsi13s7g00288,
aek_tsi13s7g00289,
aek_tsi13s7g00290,
aek_tsi13s7g00291,
aek_tsi13s7g00292,
aek_tsi13s7g00293,
aek_tsi13s7g00294,
aek_tsi13s7g00295,
aek_tsi13s7g00296,
aek_tsi13s7g00297,
aek_tsi13s7g00298,
aek_tsi13s7g00299,
aek_tsi13s7g00300,
aek_tsi13s7g00301,
aek_tsi13s7g00302,
aek_tsi13s7g00303,
aek_tsi13s7g00304,
aek_tsi13s7g00305,
aek_tsi13s7g00306,
aek_tsi13s7g00307,
aek_tsi13s7g00308,
aek_tsi13s7g00309,
aek_tsi13s7g00310,
aek_tsi13s7g00311,
aek_tsi13s7g00312,
aek_tsi13s7g00313,
aek_tsi13s7g00314,
aek_tsi13s7g00315,
aek_tsi13s7g00316,
aek_tsi13s7g00317,
aek_tsi13s7g00318,
aek_tsi13s7g00319,
aek_tsi13s7g00320,
aek_tsi13s7g00321,
aek_tsi13s7g00322,
aek_tsi13s7g00323,
aek_tsi13s7g00324,
aek_tsi13s7g00325,
aek_tsi13s7g00326,
aek_tsi13s7g00327,
aek_tsi13s7g00328,
aek_tsi13s7g00329,
aek_tsi13s7g00330,
aek_tsi13s7g00331,
aek_tsi13s7g00332,
aek_tsi13s7g00333,
aek_tsi13s7g00334,
aek_tsi13s7g00335,
aek_tsi13s7g00336,
aek_tsi13s7g00337,
aek_tsi13s7g00338,
aek_tsi13s7g00339,
aek_tsi13s7g00340,
aek_tsi13s7g00341,
aek_tsi13s7g00342,
aek_tsi13s7g00343,
aek_tsi13s7g00344,
aek_tsi13s7g00345,
aek_tsi13s7g00346,
aek_tsi13s7g00347,
aek_tsi13s7g00348,
aek_tsi13s7g00349,
aek_tsi13s7g00350,
aek_tsi13s7g00351,
aek_tsi13s7g00352,
aek_tsi13s7g00353,
aek_tsi13s7g00354,
aek_tsi13s7g00355,
aek_tsi13s7g00356,
aek_tsi13s7g00357,
aek_tsi13s7g00358,
aek_tsi13s7g00359,
aek_tsi13s7g00360,
aek_tsi13s7g00361,
aek_tsi13s7g00362,
aek_tsi13s7g00363,
aek_tsi13s7g00364,
aek_tsi13s7g00365,
aek_tsi13s7g00366,
aek_tsi13s7g00367,
aek_tsi13s7g00368,
aek_tsi13s7g00369,
aek_tsi13s7g00370,
aek_tsi13s7g00371,
aek_tsi13s7g00372,
aek_tsi13s7g00373,
aek_tsi13s7g00374,
aek_tsi13s7g00375,
aek_tsi13s7g00376,
aek_tsi13s7g00377,
aek_tsi13s7g00378,
aek_tsi13s7g00379,
aek_tsi13s7g00380,
aek_tsi13s7g00381,
aek_tsi13s7g00382,
aek_tsi13s7g00383,
aek_tsi13s7g00384,
aek_tsi13s7g00385,
aek_tsi13s7g00386,
aek_tsi13s7g00387,
aek_tsi13s7g00388,
aek_tsi13s7g00389,
aek_tsi13s7g00390,
aek_tsi13s7g00391,
aek_tsi13s7g00392,
aek_tsi13s7g00393,
aek_tsi13s7g00394,
aek_tsi13s7g00395,
aek_tsi13s7g00396,
aek_tsi13s7g00397,
aek_tsi13s7g00398,
aek_tsi13s7g00399,
aek_tsi13s7g00400,
aek_tsi13s7g00401,
aek_tsi13s7g00402,
aek_tsi13s7g00403,
aek_tsi13s7g00404,
aek_tsi13s7g00405,
aek_tsi13s7g00406,
aek_tsi13s7g00407,
aek_tsi13s7g00408,
aek_tsi13s7g00409,
aek_tsi13s7g00410,
aek_tsi13s7g00411,
aek_tsi13s7g00412,
aek_tsi13s7g00413,
aek_tsi13s7g00414,
aek_tsi13s7g00415,
aek_tsi13s7g00416,
aek_tsi13s7g00417,
aek_tsi13s7g00418,
aek_tsi13s7g00419,
aek_tsi13s7g00420,
aek_tsi13s7g00421,
aek_tsi13s7g00422,
aek_tsi13s7g00423,
aek_tsi13s7g00424,
aek_tsi13s7g00425,
aek_tsi13s7g00426,
aek_tsi13s7g00427,
aek_tsi13s7g00428,
aek_tsi13s7g00429,atr42s6g00734
aek_tsi13s7g00430,.
aek_tsi13s7g00431,.
aek_tsi13s7g00432,.
aek_tsi13s7g00433,.
aek_tsi13s7g00434,.
aek_tsi13s7g00435,atr42s6g00725
aek_tsi13s7g00436,.
aek_tsi13s7g00437,.
aek_tsi13s7g00438,atr42s6g00722
aek_tsi13s7g00439,.
aek_tsi13s7g00440,.
aek_tsi13s7g00441,.
aek_tsi13s7g00442,.
aek_tsi13s7g00443,atr42s6g00717
aek_tsi13s7g00444,.
aek_tsi13s7g00445,.
aek_tsi13s7g00446,.
aek_tsi13s7g00447,.
aek_tsi13s7g00448,.
aek_tsi13s7g00449,.
aek_tsi13s7g00450,.
aek_tsi13s7g00451,atr42s6g00700
aek_tsi13s7g00452,.
aek_tsi13s7g00453,.
aek_tsi13s7g00454,.
aek_tsi13s7g00455,.
aek_tsi13s7g00456,.
aek_tsi13s7g00457,.
aek_tsi13s7g00458,.
aek_tsi13s7g00459,.
