,0,1,2,3,4,5,6,7,8,9,10,11,grading
501268,hsa17s12g00168,ptr16s13g00194,0.674,308,100,0,1,308,1,308,9.420999999999996e-131,415,25
501269,hsa17s12g00168,ptr16s13g00195,0.688,297,92,0,1,297,1,297,5.638999999999998e-129,409,10
501270,hsa17s12g00168,ptr16s13g00193,0.677,298,96,0,1,298,1,298,8.675999999999998e-127,403,10
501271,hsa17s12g00168,ptr16s13g00197,0.649,308,108,0,1,308,1,308,1.8279999999999996e-124,396,10
501272,hsa17s12g00168,ptr16s13g00200,0.512,298,124,0,5,302,1,256,1.6469999999999995e-86,287,10
501273,hsa17s12g00168,ptr16s13g00190,0.46,298,160,0,5,302,5,302,7.656999999999998e-74,250,10
501290,hsa17s12g00200,ptr16s13g00234,0.858,641,91,0,1,641,1,641,0.0,1140,50
502328,hsa17s12g00807,ptr16s13g00900,0.9670000000000001,501,16,0,1,501,1,501,0.0,1021,50
502580,hsa17s12g00830,ptr16s13g00923,0.9329999999999999,170,11,0,1,170,1,170,9.879999999999997e-106,334,50
504697,hsa17s12g00509,ptr16s13g00402,0.513,306,148,0,1,306,1,305,3.638e-89,295,50
504782,hsa17s12g00509,ptr16s13g00401,0.431,304,172,0,5,308,3,305,3.3569999999999993e-68,234,25
504814,hsa17s12g00509,ptr16s13g00396,0.423,305,175,0,4,308,2,305,1.9599999999999997e-66,229,25
504818,hsa17s12g00509,ptr16s13g00400,0.439,289,161,0,11,299,9,296,3.6629999999999997e-66,228,25
504832,hsa17s12g00509,ptr16s13g00399,0.418,304,176,0,5,308,3,305,6.109999999999999e-65,224,25
504835,hsa17s12g00509,ptr16s13g00397,0.415,305,177,0,4,308,2,305,1.5609999999999997e-64,223,10
504851,hsa17s12g00509,ptr16s13g00403,0.41100000000000003,305,177,0,5,309,30,331,1.9029999999999997e-63,220,10
504875,hsa17s12g00509,ptr16s13g00398,0.402,304,181,0,5,308,3,305,5.266999999999999e-61,213,10
504897,hsa17s12g00509,ptr16s13g00567,0.397,303,180,0,1,303,1,299,2.232e-59,208,10
504973,hsa17s12g00509,ptr16s13g00571,0.322,298,174,0,5,302,4,261,4.483e-40,152,10
504997,hsa17s12g00541,ptr16s13g00367,1.0,123,0,0,1,123,1,123,1.2679999999999998e-81,262,50
504998,hsa17s12g01021,ptr16s13g01135,0.897,79,8,0,1,79,1,79,2.5609999999999995e-41,150,50
506246,hsa17s12g00378,ptr16s13g00525,0.9259999999999999,108,8,0,1,108,175,282,2.2359999999999994e-64,212,50
506247,hsa17s12g00378,ptr16s13g00527,0.7979999999999999,76,15,0,2,77,164,239,7.445999999999999e-35,127,25
506248,hsa17s12g00378,ptr16s13g00526,0.7240000000000001,80,22,0,2,80,165,244,3.035e-32,119,25
506249,hsa17s12g00378,ptr16s13g00356,0.6940000000000001,76,23,0,2,77,164,239,2.133e-28,108,25
511068,hsa17s12g00917,ptr16s13g01021,1.0,109,0,0,1,109,1,109,4.841e-72,234,50
511559,hsa17s12g00415,ptr16s13g00489,0.861,469,65,0,1,469,1,469,3.379999999999998e-274,838,50
511560,hsa17s12g00415,ptr16s13g00478,0.615,406,156,0,33,437,118,523,2.577999999999999e-153,488,25
511561,hsa17s12g00415,ptr16s13g00481,0.5329999999999999,480,207,0,7,451,33,512,1.5239999999999998e-151,483,25
511562,hsa17s12g00415,ptr16s13g00480,0.611,402,153,0,40,434,110,511,2.5659999999999994e-150,480,25
511563,hsa17s12g00415,ptr16s13g00462,0.619,386,146,0,34,419,33,415,2.2929999999999997e-146,468,25
511564,hsa17s12g00415,ptr16s13g00465,0.607,383,147,0,58,433,193,575,2.5109999999999996e-141,454,10
511565,hsa17s12g00415,ptr16s13g00467,0.5660000000000001,415,172,0,54,451,139,553,2.2549999999999995e-140,451,10
511566,hsa17s12g00415,ptr16s13g00466,0.573,408,173,0,31,437,140,547,5.774999999999998e-140,450,10
511567,hsa17s12g00415,ptr16s13g00464,0.541,427,195,0,33,457,197,623,3.744999999999999e-136,439,10
511568,hsa17s12g00415,ptr16s13g00474,0.526,441,192,0,32,437,41,481,9.588999999999999e-136,437,10
512241,hsa17s12g00597,ptr16s13g00312,0.9179999999999999,836,68,0,1,836,1,836,0.0,1605,50
512248,hsa17s12g00597,ptr16s13g00928,0.345,219,136,0,582,789,3,221,1.366e-28,124,25
513281,hsa17s12g00052,ptr16s13g00061,0.978,669,15,0,60,728,1,669,0.0,1380,50
513286,hsa17s12g00052,ptr16s13g00523,0.21100000000000002,516,338,0,121,636,67,495,9.688e-29,124,25
514467,hsa17s12g00138,ptr16s13g00168,0.9620000000000001,247,9,0,1,247,1,247,3.1559999999999995e-162,502,50
514468,hsa17s12g00138,ptr16s13g00169,0.327,239,139,0,40,247,32,270,4.365e-32,126,25
514469,hsa17s12g00138,ptr16s13g00163,0.3,237,153,0,11,247,3,221,1.43e-26,109,25
514493,hsa17s12g00810,ptr16s13g00903,0.9990000000000001,565,1,0,1,565,1,565,0.0,1195,50
514506,hsa17s12g01025,ptr16s13g01141,0.875,664,78,0,1,623,1,664,0.0,1208,50
515608,hsa17s12g00017,ptr16s13g00019,0.938,54,3,0,47,100,17,70,1.079e-28,109,50
515609,hsa17s12g00625,ptr16s13g00278,0.9590000000000001,647,26,0,1,647,1,647,0.0,1306,50
516844,hsa17s12g00895,ptr16s13g00993,0.951,1468,70,0,1,1434,1,1468,0.0,2932,50
516851,hsa17s12g00927,ptr16s13g01030,0.9229999999999999,370,28,0,1,370,1,370,4.747999999999999e-234,716,50
517122,hsa17s12g00620,ptr16s13g00283,0.66,623,157,0,1,462,1,623,1.5309999999999992e-266,815,50
517496,hsa17s12g00889,ptr16s13g00987,1.0,205,0,0,1,205,1,205,5.311999999999999e-142,441,50
517580,hsa17s12g00056,ptr16s13g00068,0.905,113,11,0,1,113,1,113,1.3979999999999998e-65,216,50
517585,hsa17s12g00088,ptr16s13g00100,0.961,487,19,0,1,487,1,487,0.0,987,50
519097,hsa17s12g00725,ptr16s13g00802,0.975,181,4,0,1,181,1,181,3.302999999999999e-119,374,50
519105,hsa17s12g00150,ptr16s13g00178,0.9470000000000001,338,18,0,1,338,1,338,1.1649999999999994e-217,674,50
520169,hsa17s12g00452,ptr16s13g00445,0.95,2120,106,0,1,2120,1,2118,0.0,4228,50
520170,hsa17s12g00484,ptr16s13g00414,0.945,366,20,0,1,366,21,386,4.2389999999999976e-238,728,50
520183,hsa17s12g00446,ptr16s13g00451,0.96,520,21,0,1,520,1,520,0.0,1052,50
520189,hsa17s12g00478,ptr16s13g00420,1.0,135,0,0,1,135,1,135,1.0529999999999997e-90,291,50
520245,hsa17s12g00417,ptr16s13g00487,0.9259999999999999,505,37,0,1,505,1,505,5.4e-323,981,50
520246,hsa17s12g00417,ptr16s13g00485,0.888,491,54,0,1,486,1,491,3.111999999999998e-298,909,25
520247,hsa17s12g00417,ptr16s13g00486,0.7509999999999999,505,117,0,1,505,1,469,4.1159999999999985e-250,770,25
520248,hsa17s12g00417,ptr16s13g00484,0.779,474,102,0,10,471,16,489,8.788999999999996e-245,755,25
520249,hsa17s12g00417,ptr16s13g00488,0.76,474,106,0,8,481,13,456,3.9399999999999977e-237,733,25
520250,hsa17s12g00417,ptr16s13g00483,0.5720000000000001,470,192,0,3,472,83,531,1.7459999999999993e-162,517,10
520251,hsa17s12g00417,ptr16s13g00482,0.586,439,178,0,4,433,9,447,8.247e-156,497,10
520252,hsa17s12g00417,ptr16s13g00478,0.55,391,174,0,44,431,108,498,1.2799999999999998e-125,410,10
520253,hsa17s12g00417,ptr16s13g00481,0.474,463,221,0,10,431,15,477,1.2409999999999996e-122,401,10
520254,hsa17s12g00417,ptr16s13g00480,0.508,418,195,0,34,431,74,491,5.275999999999998e-121,396,10
520315,hsa17s12g00897,ptr16s13g00995,0.9640000000000001,99,4,0,1,99,86,184,1.5069999999999998e-61,203,50
520546,hsa17s12g00388,ptr16s13g00516,0.956,1518,67,0,59,1576,1,1518,0.0,3050,50
520549,hsa17s12g00420,ptr16s13g00483,0.904,600,58,0,1,600,1,600,0.0,1133,50
520550,hsa17s12g00420,ptr16s13g00484,0.574,497,193,0,1,497,1,455,7.456999999999998e-172,549,25
520551,hsa17s12g00420,ptr16s13g00485,0.596,441,174,0,65,505,20,450,8.295999999999997e-159,511,25
520552,hsa17s12g00420,ptr16s13g00487,0.57,467,197,0,65,531,15,472,8.295999999999997e-159,511,25
520553,hsa17s12g00420,ptr16s13g00482,0.521,521,232,0,11,531,9,493,2.1199999999999995e-158,510,25
520554,hsa17s12g00420,ptr16s13g00478,0.46799999999999997,584,305,0,17,600,17,590,6.411999999999999e-154,497,10
520555,hsa17s12g00420,ptr16s13g00480,0.489,530,270,0,7,536,9,537,2.0909999999999995e-147,478,10
520556,hsa17s12g00420,ptr16s13g00481,0.442,591,300,0,10,600,11,549,1.3109999999999996e-143,467,10
520557,hsa17s12g00420,ptr16s13g00486,0.507,469,222,0,65,533,15,465,1.7689999999999994e-135,443,10
520558,hsa17s12g00420,ptr16s13g00488,0.544,428,186,0,65,492,20,428,2.4159999999999992e-135,443,10
522816,hsa17s12g00255,ptr16s13g00664,0.888,253,28,0,1,253,1,253,5.156999999999998e-151,470,50
525701,hsa17s12g00753,ptr16s13g00838,0.958,51,2,0,2,52,714,764,1.781e-28,105,50
525702,hsa17s12g00785,ptr16s13g00878,0.988,349,4,0,1,349,1,349,3.9539999999999976e-239,730,50
525736,hsa17s12g00179,ptr16s13g00209,0.995,1613,8,0,1,1613,1,1613,0.0,3390,50
525739,hsa17s12g00179,ptr16s13g00336,0.365,1414,884,0,21,1413,1269,2682,2.5039999999999986e-260,851,25
526640,hsa17s12g00761,ptr16s13g00852,0.9309999999999999,694,48,0,1,694,1,694,0.0,1355,50
526645,hsa17s12g00793,ptr16s13g00885,0.963,923,34,0,1,923,1,923,0.0,1871,50
526651,hsa17s12g00793,ptr16s13g00955,0.46,478,229,0,444,921,38,463,4.5219999999999995e-116,398,25
532019,hsa17s12g00657,ptr16s13g00721,0.9640000000000001,910,33,0,1,910,1,910,0.0,1847,50
533280,hsa17s12g00242,ptr16s13g00683,0.965,452,16,0,1,452,1,452,7.445999999999996e-303,919,50
533284,hsa17s12g00993,ptr16s13g01096,0.9790000000000001,467,10,0,1,467,1,467,1.421e-317,965,50
538056,hsa17s12g00692,ptr16s13g00765,0.943,242,14,0,1,242,1,242,4.510999999999999e-155,481,50
538058,hsa17s12g00692,ptr16s13g00766,0.424,176,98,0,56,231,49,219,5.396e-35,134,25
538060,hsa17s12g00724,ptr16s13g00800,0.856,1411,203,0,1,1411,1,1411,0.0,2499,50
539867,hsa17s12g00423,ptr16s13g00480,0.8590000000000001,564,79,0,1,564,1,564,0.0,1005,50
539868,hsa17s12g00423,ptr16s13g00479,0.7020000000000001,564,140,0,1,564,1,472,2.6059999999999987e-257,794,25
539869,hsa17s12g00423,ptr16s13g00478,0.6709999999999999,577,180,0,16,563,15,591,5.576999999999996e-249,770,25
539870,hsa17s12g00423,ptr16s13g00481,0.633,557,200,0,8,564,7,551,3.1679999999999986e-222,693,25
539871,hsa17s12g00423,ptr16s13g00466,0.536,582,245,0,16,544,14,595,1.2249999999999997e-186,590,25
539872,hsa17s12g00423,ptr16s13g00465,0.557,539,229,0,16,554,87,603,6.444999999999997e-181,573,10
539873,hsa17s12g00423,ptr16s13g00467,0.525,579,261,0,9,559,8,586,2.258999999999999e-180,572,10
539874,hsa17s12g00423,ptr16s13g00472,0.54,554,243,0,17,545,16,569,9.729999999999997e-179,567,10
539875,hsa17s12g00423,ptr16s13g00473,0.505,589,262,0,16,546,20,608,7.753999999999998e-174,553,10
539876,hsa17s12g00423,ptr16s13g00464,0.527,550,248,0,13,562,119,643,2.185999999999999e-171,546,10
539944,hsa17s12g00455,ptr16s13g00442,0.754,363,88,0,1,358,130,492,5.046999999999998e-179,557,50
540120,hsa17s12g00686,ptr16s13g00755,0.867,431,57,0,12,440,67,497,1.934999999999999e-253,776,50
540125,hsa17s12g00718,ptr16s13g00792,0.9570000000000001,322,14,0,1,322,1,322,4.941999999999997e-212,650,50
547449,hsa17s12g00337,ptr16s13g00567,0.903,296,28,0,1,296,1,293,4.960999999999999e-181,560,50
547462,hsa17s12g00337,ptr16s13g00402,0.435,311,173,0,1,308,1,311,4.5169999999999995e-71,242,25
547519,hsa17s12g00337,ptr16s13g00403,0.423,301,173,0,5,305,30,330,2.3039999999999996e-65,226,25
547563,hsa17s12g00337,ptr16s13g00399,0.408,297,174,0,5,299,3,299,6.940999999999998e-61,213,25
547565,hsa17s12g00337,ptr16s13g00401,0.402,303,179,0,5,305,3,305,9.485999999999999e-61,212,25
547593,hsa17s12g00337,ptr16s13g00397,0.395,303,182,0,5,305,3,305,4.021000000000001e-59,207,10
547640,hsa17s12g00337,ptr16s13g00396,0.381,305,187,0,5,307,3,307,5.256e-56,198,10
547654,hsa17s12g00337,ptr16s13g00400,0.371,310,193,0,5,312,3,312,1.1870000000000001e-54,194,10
547679,hsa17s12g00337,ptr16s13g00398,0.369,303,189,0,5,305,3,305,1.7339999999999997e-52,188,10
547718,hsa17s12g00337,ptr16s13g00571,0.311,301,181,0,3,303,2,265,4.4669999999999995e-38,146,10
549335,hsa17s12g00046,ptr16s13g00054,0.953,270,13,0,1,270,1,270,5.372999999999998e-176,543,50
549339,hsa17s12g00078,ptr16s13g00090,0.982,858,15,0,1,858,1,858,0.0,1778,50
550384,hsa17s12g00626,ptr16s13g00278,0.9590000000000001,647,26,0,1,647,1,647,0.0,1306,50
550401,hsa17s12g00658,ptr16s13g00722,0.965,540,19,0,1,540,1,540,0.0,1098,50
550897,hsa17s12g00089,ptr16s13g00101,1.0,688,0,0,1,688,93,780,0.0,1483,50
550898,hsa17s12g00089,ptr16s13g00102,0.414,679,388,0,19,681,39,717,3.273999999999999e-150,490,25
550915,hsa17s12g00089,ptr16s13g00646,0.309,252,171,0,424,675,560,807,7.7539999999999995e-28,121,25
550924,hsa17s12g00089,ptr16s13g00514,0.292,260,183,0,425,684,64,322,9.047e-26,115,25
552366,hsa17s12g01030,ptr16s13g01146,0.997,544,2,0,1,544,1,544,0.0,1148,50
552368,hsa17s12g01030,ptr16s13g01147,0.442,516,286,0,30,543,1,516,2.6149999999999993e-124,408,25
552447,hsa17s12g01030,ptr16s13g01144,0.374,537,314,0,37,539,2,538,3.047999999999999e-100,338,25
552479,hsa17s12g01030,ptr16s13g01143,0.392,490,294,0,50,539,1,485,2.8119999999999997e-97,329,25
552504,hsa17s12g01030,ptr16s13g01142,0.331,611,335,0,39,539,2,612,1.3869999999999995e-94,321,25
552511,hsa17s12g01030,ptr16s13g01145,0.377,500,270,0,40,539,3,436,1.6539999999999997e-93,318,10
552586,hsa17s12g01030,ptr16s13g00127,0.525,187,88,0,345,531,113,298,2.1679999999999998e-49,187,10
552814,hsa17s12g00208,ptr16s13g00242,0.9440000000000001,199,11,0,1,199,1,199,1.2059999999999996e-126,396,50
552822,hsa17s12g00208,ptr16s13g00674,0.43700000000000006,167,93,0,6,172,3,168,4.065e-35,132,25
552833,hsa17s12g00208,ptr16s13g00252,0.395,169,97,0,6,167,3,171,8.171e-30,117,25
552899,hsa17s12g00368,ptr16s13g00538,0.943,146,8,0,1,146,305,450,1.3519999999999997e-90,291,50
552900,hsa17s12g00400,ptr16s13g00504,0.852,454,67,0,25,478,26,479,1.5349999999999991e-260,802,50
553895,hsa17s12g00322,ptr16s13g00584,0.9690000000000001,923,29,0,1,923,1,923,0.0,1885,50
553914,hsa17s12g00354,ptr16s13g00552,0.872,87,11,0,1,87,236,322,1.049e-46,160,50
555772,hsa17s12g00309,ptr16s13g00601,0.982,514,9,0,1,514,1,514,0.0,1066,50
555774,hsa17s12g00341,ptr16s13g00564,0.935,181,12,0,1,181,1,180,2.1969999999999995e-104,357,50
557926,hsa17s12g00130,ptr16s13g00159,1.0,149,0,0,1,149,1,149,1.449e-103,327,50
557927,hsa17s12g00130,ptr16s13g00154,0.6,115,46,0,32,146,72,186,1.713e-37,137,25
557928,hsa17s12g00130,ptr16s13g00157,0.467,121,63,0,27,146,76,196,1.11e-26,106,25
557952,hsa17s12g00162,ptr16s13g00191,0.838,166,27,0,1,166,1,165,3.4369999999999992e-90,289,50
557953,hsa17s12g00162,ptr16s13g00189,0.6709999999999999,166,46,0,1,166,1,141,2.6399999999999995e-67,224,25
557955,hsa17s12g00578,ptr16s13g00331,0.9470000000000001,61,3,0,1,61,210,270,1.112e-34,124,50
557957,hsa17s12g00610,ptr16s13g00299,0.9440000000000001,396,22,0,1,396,1,396,3.040999999999999e-256,786,50
560021,hsa17s12g00401,ptr16s13g00503,0.99,253,3,0,6,258,6,258,5.356999999999999e-172,531,50
560031,hsa17s12g00401,ptr16s13g00514,0.382,238,145,0,17,251,76,313,2.454e-42,156,25
560037,hsa17s12g00401,ptr16s13g00646,0.369,238,150,0,18,255,574,811,6.7170000000000005e-40,149,25
560122,hsa17s12g00689,ptr16s13g00761,0.867,1030,137,0,1,1030,1,1030,0.0,1851,50
560202,hsa17s12g00114,ptr16s13g00134,0.987,144,2,0,1,144,1,144,4.940999999999999e-95,302,50
560203,hsa17s12g00114,ptr16s13g00116,0.434,141,78,0,4,144,5,143,8.044999999999999e-29,111,25
560204,hsa17s12g00114,ptr16s13g00133,0.433,141,75,0,4,144,5,138,1.1020000000000001e-28,111,25
560223,hsa17s12g00146,ptr16s13g00177,0.652,225,72,0,1,225,1,208,1.4999999999999996e-89,292,50
560225,hsa17s12g00146,ptr16s13g00176,0.76,156,37,0,1,155,1,156,9.735999999999998e-73,243,25
560226,hsa17s12g00146,ptr16s13g00175,0.755,156,38,0,1,155,1,156,4.691999999999999e-72,241,25
560240,hsa17s12g00690,ptr16s13g00763,1.0,2344,0,0,10,2308,1,2344,0.0,5005,50
560242,hsa17s12g00690,ptr16s13g00056,0.209,2779,1730,0,118,2305,28,2806,1.5849999999999994e-184,638,25
560252,hsa17s12g00722,ptr16s13g00796,0.983,171,3,0,1,171,1,171,2.1919999999999998e-113,357,50
560267,hsa17s12g00693,ptr16s13g00766,0.9640000000000001,255,9,0,1,255,1,255,4.347999999999998e-168,519,50
560269,hsa17s12g00693,ptr16s13g00765,0.42100000000000004,179,99,0,48,219,53,231,4.459e-35,135,25
560738,hsa17s12g00741,ptr16s13g00824,0.905,88,8,0,2,89,373,460,8.599999999999998e-50,169,50
560740,hsa17s12g00773,ptr16s13g00866,1.0,326,0,0,1,326,1,326,1.5919999999999994e-231,706,50
562590,hsa17s12g00225,ptr16s13g00698,0.9420000000000001,640,37,0,48,687,1,640,0.0,1266,50
562591,hsa17s12g00225,ptr16s13g00699,0.8009999999999999,684,136,0,1,684,1,684,0.0,1124,25
562592,hsa17s12g00225,ptr16s13g00697,0.7440000000000001,684,175,0,1,684,1,683,0.0,1031,25
562593,hsa17s12g00225,ptr16s13g00265,0.504,610,302,0,9,618,26,635,3.8769999999999987e-178,571,25
562594,hsa17s12g00225,ptr16s13g00696,0.44299999999999995,618,338,0,23,640,14,620,4.313999999999998e-150,490,25
566125,hsa17s12g00226,ptr16s13g00698,0.94,81,5,0,14,94,495,575,2.2649999999999997e-47,162,50
566126,hsa17s12g00226,ptr16s13g00697,0.7120000000000001,86,23,0,14,94,542,627,9.976e-35,126,25
566127,hsa17s12g00226,ptr16s13g00699,0.743,81,21,0,14,94,542,622,2.5789999999999997e-34,124,25
566164,hsa17s12g00816,ptr16s13g00909,0.8240000000000001,412,71,0,1,412,1,402,7.116999999999998e-228,701,50
566165,hsa17s12g00848,ptr16s13g00944,0.9009999999999999,255,25,0,1,255,1,255,8.307999999999998e-155,481,50
566469,hsa17s12g00210,ptr16s13g00244,0.943,822,47,0,1,822,1,822,0.0,1628,50
569020,hsa17s12g00293,ptr16s13g00620,0.951,740,36,0,1,740,1,740,0.0,1480,50
569039,hsa17s12g00325,ptr16s13g00581,0.963,427,16,0,1,427,51,477,4.999999999999997e-285,867,50
569044,hsa17s12g00325,ptr16s13g00850,0.28800000000000003,400,244,0,23,422,126,469,5.423e-45,170,25
569045,hsa17s12g00325,ptr16s13g00448,0.263,423,255,0,2,424,72,418,1.0119999999999998e-39,154,25
569061,hsa17s12g00325,ptr16s13g00492,0.233,370,229,0,24,393,321,619,4.243e-25,110,25
569106,hsa17s12g00103,ptr16s13g00118,0.941,186,11,0,1,186,25,210,1.8479999999999996e-117,369,50
569110,hsa17s12g00103,ptr16s13g00120,0.8590000000000001,128,18,0,16,143,1,128,3.0529999999999996e-69,230,25
569160,hsa17s12g00135,ptr16s13g00164,0.9520000000000001,228,11,0,1,228,1,228,2.4669999999999993e-147,458,50
569161,hsa17s12g00135,ptr16s13g00166,0.34600000000000003,220,133,0,9,228,19,222,1.9539999999999998e-32,126,25
569162,hsa17s12g00135,ptr16s13g00162,0.335,231,144,0,1,231,11,228,2.6689999999999995e-32,126,25
572994,hsa17s12g00624,ptr16s13g00279,1.0,489,0,0,8,496,96,584,0.0,1043,50
573766,hsa17s12g00169,ptr16s13g00198,0.929,309,22,0,1,309,1,309,5.215999999999998e-196,603,50
573767,hsa17s12g00169,ptr16s13g00196,0.845,309,48,0,1,309,1,309,8.513999999999998e-175,542,25
573768,hsa17s12g00169,ptr16s13g00201,0.8370000000000001,309,50,0,1,309,1,309,9.608999999999998e-173,536,25
573769,hsa17s12g00169,ptr16s13g00202,0.794,301,62,0,1,301,1,301,2.7739999999999994e-157,491,25
573770,hsa17s12g00169,ptr16s13g00194,0.652,309,107,0,1,309,1,309,1.0759999999999997e-125,400,25
573771,hsa17s12g00169,ptr16s13g00193,0.659,298,101,0,1,298,1,298,1.4969999999999996e-122,391,10
573772,hsa17s12g00169,ptr16s13g00195,0.66,297,101,0,1,297,1,297,3.847999999999999e-122,390,10
573773,hsa17s12g00169,ptr16s13g00197,0.63,309,114,0,1,309,1,309,4.315999999999999e-120,384,10
573774,hsa17s12g00169,ptr16s13g00200,0.5,298,128,0,5,302,1,256,1.642e-83,278,10
573775,hsa17s12g00169,ptr16s13g00190,0.45,298,163,0,5,302,5,302,2.9439999999999994e-71,243,10
573792,hsa17s12g00201,ptr16s13g00236,0.72,239,58,0,7,245,1,208,3.749999999999999e-109,349,50
576470,hsa17s12g00018,ptr16s13g00023,0.9359999999999999,459,29,0,1,459,1,459,7.874999999999994e-297,902,50
576975,hsa17s12g00495,ptr16s13g00403,0.917,313,26,0,1,313,23,335,1.6179999999999992e-195,602,50
577024,hsa17s12g00495,ptr16s13g00402,0.466,304,161,0,8,309,5,308,6.6319999999999996e-77,259,25
577061,hsa17s12g00495,ptr16s13g00400,0.44299999999999995,303,167,0,8,308,3,305,8.779e-71,241,25
577064,hsa17s12g00495,ptr16s13g00401,0.441,303,168,0,8,308,3,305,2.2449999999999997e-70,240,25
577092,hsa17s12g00495,ptr16s13g00399,0.439,297,165,0,8,302,3,299,2.4549999999999996e-68,234,25
577093,hsa17s12g00495,ptr16s13g00396,0.43200000000000005,303,170,0,8,308,3,305,3.3569999999999993e-68,234,10
577094,hsa17s12g00495,ptr16s13g00397,0.43200000000000005,303,170,0,8,308,3,305,3.3569999999999993e-68,234,10
577133,hsa17s12g00495,ptr16s13g00398,0.419,303,174,0,8,308,3,305,6.109999999999999e-65,224,10
577162,hsa17s12g00495,ptr16s13g00567,0.42,292,167,0,8,299,5,293,2.3169999999999994e-62,217,10
577267,hsa17s12g00495,ptr16s13g00571,0.293,296,182,0,7,302,3,261,7.461e-33,130,10
577275,hsa17s12g00527,ptr16s13g00380,0.986,545,8,0,1,545,1,545,0.0,1136,50
577325,hsa17s12g00833,ptr16s13g00926,0.866,209,25,0,1,209,1,190,7.265999999999999e-120,377,50
577326,hsa17s12g00833,ptr16s13g00597,0.382,161,95,0,15,175,236,389,3.847e-26,107,25
577328,hsa17s12g00865,ptr16s13g00962,0.9470000000000001,4284,226,0,1,4284,145,4416,0.0,8514,50
577688,hsa17s12g00319,ptr16s13g00588,0.993,432,3,0,1,432,1,432,1.9799999999999988e-299,908,50
577690,hsa17s12g00351,ptr16s13g00555,1.0,389,0,0,1,389,1,389,1.0219999999999995e-274,835,50
577698,hsa17s12g00351,ptr16s13g00554,0.435,339,175,0,50,388,60,369,2.6739999999999995e-77,264,25
577702,hsa17s12g00351,ptr16s13g00014,0.40700000000000003,346,187,0,44,389,44,359,3.2809999999999997e-71,246,25
579317,hsa17s12g00314,ptr16s13g00594,0.899,1463,148,0,1,1463,1,1463,0.0,2740,50
579322,hsa17s12g00346,ptr16s13g00559,0.9620000000000001,50,2,0,1,50,107,156,2.083e-26,104,50
581765,hsa17s12g00104,ptr16s13g00119,0.9279999999999999,491,35,0,7,497,1,491,1.565e-314,956,50
581766,hsa17s12g00104,ptr16s13g00121,0.9,493,49,0,5,497,4,496,1.5099999999999992e-304,927,25
581775,hsa17s12g00104,ptr16s13g00618,0.247,538,349,0,4,467,73,610,6.913999999999999e-46,175,25
581778,hsa17s12g00136,ptr16s13g00165,0.9840000000000001,241,4,0,1,241,1,241,1.7339999999999996e-162,502,50
581794,hsa17s12g00808,ptr16s13g00901,0.977,801,18,0,1,801,1,801,0.0,1651,50
581821,hsa17s12g00808,ptr16s13g01146,0.32,304,205,0,447,750,207,508,1.7189999999999999e-37,153,25
581859,hsa17s12g00808,ptr16s13g01093,0.45,175,96,0,580,754,22,196,1.4309999999999999e-34,144,25
581868,hsa17s12g00808,ptr16s13g00079,0.451,172,91,0,584,750,205,376,5.792e-34,142,25
581956,hsa17s12g00808,ptr16s13g00569,0.366,164,88,0,615,754,261,424,7.057e-22,102,25
581959,hsa17s12g00808,ptr16s13g00127,0.377,153,94,0,587,739,113,264,3.7259999999999996e-21,100,10
582722,hsa17s12g00959,ptr16s13g01060,0.7879999999999999,1433,279,0,1,1316,1,1433,0.0,2305,50
582731,hsa17s12g00991,ptr16s13g01094,0.976,135,3,0,1,135,1,135,1.5269999999999995e-87,280,50
583223,hsa17s12g01027,ptr16s13g01143,1.0,513,0,0,21,533,1,513,0.0,1127,50
583224,hsa17s12g01027,ptr16s13g01144,0.511,613,253,0,15,532,9,621,3.767999999999999e-185,584,25
583228,hsa17s12g01027,ptr16s13g01142,0.556,522,230,0,14,532,6,527,8.582999999999996e-175,554,25
583308,hsa17s12g01027,ptr16s13g01147,0.457,564,286,0,6,532,4,567,1.9209999999999996e-144,466,25
583378,hsa17s12g01027,ptr16s13g01145,0.483,444,226,0,12,455,4,442,7.078999999999998e-120,394,25
583408,hsa17s12g01027,ptr16s13g01146,0.39899999999999997,497,295,0,14,505,43,539,5.0549999999999984e-102,342,10
583443,hsa17s12g01027,ptr16s13g00127,0.364,316,185,0,14,329,7,298,1.9089999999999996e-51,193,10
583864,hsa17s12g00113,ptr16s13g00133,1.0,209,0,0,1,209,1,208,2.1999999999999998e-144,448,50
583865,hsa17s12g00113,ptr16s13g00116,0.602,213,83,0,1,209,1,213,4.714999999999999e-76,251,25
583866,hsa17s12g00113,ptr16s13g00126,0.516,186,89,0,26,209,52,237,5.4220000000000004e-52,182,25
583867,hsa17s12g00113,ptr16s13g00134,0.46399999999999997,206,107,0,5,204,4,209,6.052e-50,176,25
583868,hsa17s12g00113,ptr16s13g00135,0.441,198,110,0,8,204,10,207,6.083999999999999e-44,158,25
583883,hsa17s12g00145,ptr16s13g00176,0.945,158,9,0,1,158,1,158,2.1129999999999996e-99,316,50
583884,hsa17s12g00145,ptr16s13g00175,0.9390000000000001,158,10,0,1,158,1,158,1.0239999999999999e-98,314,25
583885,hsa17s12g00145,ptr16s13g00177,0.5870000000000001,143,51,0,1,143,1,124,4.772e-47,165,25
583887,hsa17s12g01009,ptr16s13g01120,0.981,114,2,0,1,114,1,114,2.6879999999999995e-73,238,50
